IDCNT,RISK_NATURE_1,RISK_NATURE_2,RISK_NATURE_3,RISK_FAMILY_STRUCT,RISK_ROOMS_NB,RISK_PROT_1,RISK_PROT_2,SURF_HOUSE,SURF_VER,SURF_OUTB,SURF_GR,OPTION_1,OPTION_2,OPTION_3,OPTION_4,OPTION_5,OPTION_6,OPTION_7,OPTION_8,INSEE_CODE,ZONE_1,ZONE_2,ZONE_3,AMOUNT
2028971,PH,FT,2,3,3,4,0,6,0,0,0,False,False,False,False,False,False,True,False,67180,G,E,E,0.0
2029184,PH,HT,2,1,3,1,1,8,0,1,0,False,False,False,False,False,False,False,False,33447,F,E,K,0.0
2029249,PH,HO,1,4,5,4,0,9,0,1,4,False,False,False,False,False,False,True,True,29031,C,D,E,0.0
2029770,PH,HO,1,3,5,4,0,9,0,1,1,False,True,False,False,False,False,False,True,68241,E,E,H,0.0
2030193,SH,HO,1,0,8,4,0,20,0,0,3,False,False,False,False,False,False,False,True,07175,E,D,L,0.0
2030280,PH,HO,1,3,4,1,1,14,0,2,3,False,False,False,False,False,False,True,True,73282,G,D,C,0.0
2030322,SH,HO,1,0,2,4,0,4,0,0,13,False,False,False,False,False,False,False,True,26362,L,M,H,0.0
2031064,PH,HO,1,4,7,4,0,20,0,2,4,False,False,False,False,False,False,True,True,59174,G,D,M,0.0
2031121,PH,FO,5,1,2,1,1,6,0,0,0,False,False,False,False,False,False,False,False,83119,N,M,M,0.0
2032042,PH,HO,1,4,5,4,0,12,0,1,1,False,False,False,False,False,False,False,True,02805,G,D,K,0.0
2033327,PH,FT,2,4,3,4,0,6,0,0,0,False,False,False,False,False,False,False,False,54215,J,H,G,0.0
2033688,PH,HO,1,3,8,4,0,14,0,1,2,False,False,False,False,False,True,False,True,30082,Q,K,P,1767.5518
2033920,PH,HO,1,2,4,4,0,8,0,1,1,False,False,False,False,False,False,False,False,34301,L,P,J,0.0
2033922,PH,HO,1,4,5,4,0,10,0,1,1,False,False,False,False,False,False,False,True,13103,Q,M,K,0.0
2033969,PH,HO,1,3,7,1,1,16,0,2,5,False,False,False,False,False,True,True,False,45107,G,E,J,1140.356
2034155,PH,HO,1,4,4,1,1,7,6,1,1,False,False,False,False,False,True,False,False,59005,K,F,M,0.0
2034362,PH,HO,1,3,5,4,0,9,0,1,1,False,False,False,False,False,False,False,False,77337,S,P,K,0.0
2034470,PH,HT,2,2,4,1,1,8,0,1,1,False,False,False,False,False,False,False,False,59202,K,F,M,0.0
2034528,PH,FO,5,3,7,4,0,16,0,0,0,False,False,False,False,False,False,False,False,44109,G,H,E,0.0
2034541,SH,HO,1,0,5,2,2,14,0,1,5,False,False,False,False,False,False,False,False,83027,K,M,M,0.0
2034673,PH,HO,1,3,6,4,0,11,0,1,5,False,False,False,False,False,False,True,True,54090,J,H,G,0.0
2034772,PH,HT,2,4,5,4,0,9,0,1,1,False,False,False,False,False,False,False,False,41159,E,D,H,0.0
2034853,PH,HO,1,3,6,4,0,12,0,0,1,False,False,False,False,False,False,True,True,35249,C,C,C,0.0
2035340,PH,HO,1,1,5,4,0,9,0,2,3,False,True,False,False,False,False,False,True,58131,C,E,M,0.0
2035602,SH,FO,1,0,2,4,0,3,0,0,0,False,False,False,False,False,False,False,False,74056,C,C,C,0.0
2036284,PH,HO,1,4,6,4,0,12,0,3,4,False,False,False,False,False,False,True,True,55301,C,D,E,0.0
2036701,PH,FO,5,3,3,1,1,6,0,0,0,False,False,False,False,False,False,False,False,75118,S,W,C,0.0
2038121,PH,FT,2,2,3,4,0,6,2,0,0,False,False,False,False,False,False,False,False,69094,M,P,E,0.0
2038823,PH,FO,1,1,5,4,0,10,0,0,0,False,False,False,False,False,False,False,False,92071,N,S,C,1175.7412467
2039227,SH,HO,1,0,4,4,0,8,0,1,2,False,False,False,False,False,False,False,False,85088,B,C,H,0.0
2041386,PH,HO,1,3,6,4,0,12,5,1,1,False,False,False,False,False,False,False,True,57193,F,F,G,0.0
2041475,PH,HO,1,3,6,4,0,14,0,1,11,False,False,False,False,False,False,False,True,14288,D,D,C,0.0
2041643,PH,FT,2,4,3,4,0,6,0,0,0,False,True,False,False,False,False,False,False,62193,E,H,J,0.0
2041654,PH,FT,2,1,4,4,0,7,1,0,0,False,False,False,False,False,False,False,False,75119,S,W,C,0.0
2042490,PH,HO,1,3,4,4,0,8,0,0,2,False,False,False,False,False,False,False,False,49099,C,E,E,0.0
2042854,PH,HT,2,4,8,4,0,18,3,1,2,False,False,False,False,False,False,False,True,78356,N,Q,C,0.0
2043049,PH,HO,1,3,6,1,1,12,0,0,1,False,False,False,False,False,False,False,False,37066,C,D,E,0.0
2044006,PH,HO,1,1,8,1,1,16,0,2,1,False,False,False,False,False,False,True,True,52121,D,E,H,0.0
2044432,PH,FT,2,4,5,4,0,9,0,0,0,False,False,False,False,False,False,False,False,91200,N,H,C,0.0
2045465,PH,HO,1,3,3,4,0,8,0,1,2,False,False,False,False,False,False,False,False,07089,E,D,L,0.0
2045596,PH,FT,2,1,5,1,1,9,0,0,0,False,False,False,False,False,False,False,False,54578,J,H,G,0.0
2045618,SH,HO,1,0,4,1,1,8,0,1,1,False,False,False,False,False,False,False,False,49259,D,E,E,0.0
2045878,PH,HO,1,4,6,1,1,12,0,2,0,False,False,False,False,False,False,False,True,07053,E,D,L,0.0
2046857,PH,HO,1,2,5,1,1,10,0,1,2,False,False,False,False,False,False,False,True,33164,E,E,K,0.0
2047271,PH,HO,1,4,4,4,0,8,0,1,1,False,False,False,False,False,False,False,False,93047,S,R,C,0.0
2047504,PH,FT,2,2,4,1,1,7,0,0,0,False,False,False,False,False,True,False,False,33550,L,M,K,513.1602
2048264,PH,FO,1,1,3,1,0,6,0,0,0,False,False,False,True,False,False,False,False,50502,C,C,H,0.0
2048547,PH,HO,1,3,5,4,0,10,0,2,1,False,False,False,False,False,False,False,False,57693,G,F,G,0.0
2049088,PH,HO,1,2,4,1,1,8,0,1,1,False,False,False,False,False,False,False,False,64445,E,K,L,0.0
2049453,PH,FO,5,4,2,4,0,4,0,0,0,False,False,False,False,False,False,False,False,93010,S,R,C,0.0
2050254,PH,FO,5,3,2,4,0,3,0,0,0,False,False,False,False,False,False,False,False,34301,L,P,J,0.0
2050339,PH,HO,1,3,4,4,0,7,0,1,1,False,False,False,False,False,False,False,False,79079,B,C,J,0.0
2050589,PH,HO,1,4,6,4,0,16,0,1,4,False,False,False,False,False,True,False,True,44131,C,C,E,0.0
2050900,PH,FT,2,1,3,1,1,5,0,0,0,False,False,False,False,False,False,True,False,43268,B,D,M,0.0
2051185,PH,FT,2,1,2,4,0,4,0,0,0,False,True,False,False,False,False,False,False,59350,P,P,M,0.0
2051483,PH,FT,2,2,4,4,0,7,0,0,0,False,False,False,False,False,False,False,False,92012,N,V,C,0.0
2051908,PH,FO,5,1,4,4,0,8,0,0,0,False,False,False,False,False,False,False,False,69387,Q,P,E,0.0
2052483,PH,HO,1,2,3,4,0,6,0,1,2,False,False,False,False,False,False,False,False,86140,C,C,H,0.0
2052550,PH,HO,1,3,4,4,0,8,0,3,2,False,False,False,False,False,False,False,False,80296,E,F,K,0.0
2052740,PH,FT,2,1,2,4,0,4,0,0,0,False,False,False,False,False,False,False,False,93046,S,R,C,0.0
2053595,PH,FO,1,3,4,1,1,7,0,0,0,False,True,False,False,False,False,False,False,92019,N,S,C,0.0
2054364,PH,FO,1,3,4,1,1,7,0,0,0,False,False,False,False,False,False,False,False,71076,F,K,H,0.0
2054448,PH,FO,1,3,5,1,0,9,0,0,0,False,False,False,True,False,True,False,False,14220,E,K,C,0.0
2054605,PH,HO,1,3,4,1,1,10,0,0,1,False,True,False,False,False,False,False,False,62427,J,D,J,0.0
2055117,PH,FT,2,2,3,1,1,6,0,0,0,False,True,False,False,False,False,False,False,64483,D,M,L,0.0
2055260,PH,HT,2,4,6,4,0,11,0,1,1,False,False,False,False,False,False,False,True,65020,F,H,M,0.0
2055925,PH,HT,2,2,4,1,1,10,0,1,0,False,False,False,False,False,False,False,False,54256,G,F,G,0.0
2055961,SH,HO,1,0,3,1,1,5,0,1,6,False,False,False,False,False,False,False,False,83111,K,K,M,296.49256
2056648,PH,HO,1,4,8,4,0,20,0,2,7,False,False,False,False,False,False,False,False,13005,S,P,K,0.0
2056950,PH,HO,1,3,5,4,0,10,0,0,2,False,False,False,False,False,False,False,True,08105,F,K,L,0.0
2057143,PH,FT,2,2,2,4,0,4,0,0,0,False,False,False,False,False,False,False,False,69383,Q,P,E,0.0
2058693,PH,FT,2,4,4,4,0,7,0,0,0,False,False,False,False,False,False,False,False,57240,F,H,G,0.0
2058837,PH,HO,1,1,5,1,1,14,0,1,1,False,True,False,False,False,False,False,False,62457,E,D,J,0.0
2059290,PH,HO,1,4,5,1,1,12,0,1,2,False,False,False,False,False,False,False,False,95039,N,P,C,0.0
2059519,PH,HO,1,4,4,4,0,8,0,0,1,False,False,False,False,False,False,False,False,45298,J,F,J,0.0
2060530,PH,HO,1,4,5,1,1,14,5,1,2,False,False,False,False,False,False,False,False,27299,G,E,E,0.0
2060550,PH,HO,1,3,5,4,0,12,0,2,3,False,False,False,True,False,False,False,True,40227,D,E,J,0.0
2060600,PH,HO,1,3,5,4,0,12,0,1,0,False,False,False,False,False,False,False,False,35238,F,F,C,0.0
2060779,PH,HO,3,3,4,2,1,8,0,3,1,False,False,False,True,False,False,False,False,81065,F,F,M,0.0
2060781,PH,HT,2,4,6,4,0,11,0,0,1,False,False,False,False,False,False,False,False,62160,G,H,J,0.0
2062119,SH,HO,1,0,5,4,0,10,0,0,2,False,False,False,False,False,False,False,True,82112,F,F,M,0.0
2062607,SH,HO,1,0,3,4,0,5,0,1,1,False,False,False,False,False,True,False,True,43198,B,D,M,0.0
2062624,PH,HO,1,3,3,4,0,8,0,2,2,False,False,False,False,False,False,False,True,06046,P,Q,J,2725.5648756
2062631,SH,HO,1,0,3,4,0,8,0,2,3,False,False,False,False,False,False,False,False,42137,E,D,J,0.0
2062742,PH,HT,2,3,3,4,0,6,0,1,0,False,False,False,False,False,False,False,False,44081,C,C,E,0.0
2063738,PH,FT,2,1,2,4,0,3,0,0,0,False,False,False,False,False,False,False,False,75111,S,W,C,0.0
2063862,PH,HO,1,1,3,4,0,6,0,0,2,False,False,False,False,False,False,False,False,56060,C,C,C,0.0
2064057,PH,FT,2,1,3,4,0,6,0,0,0,False,False,False,False,False,False,False,False,51454,H,H,E,0.0
2065930,PH,HO,1,1,4,4,0,7,0,1,1,False,False,False,False,False,False,False,False,76114,E,C,G,0.0
2065948,PH,FT,2,4,4,4,0,7,0,0,0,False,False,False,False,False,True,False,False,74087,N,H,C,0.0
2067733,SH,FO,5,0,2,4,0,4,0,0,0,False,False,False,False,False,False,False,False,92044,N,V,C,179.60607
2071483,PH,HO,1,4,5,4,0,9,0,2,8,False,False,False,False,False,True,False,False,85026,C,C,H,0.0
2071513,SH,FO,5,0,1,1,1,2,0,0,0,False,False,False,False,False,False,False,False,50165,C,D,H,0.0
2071596,PH,FT,2,1,1,1,1,4,0,0,0,False,False,False,False,False,False,False,False,67482,H,H,E,0.0
2072991,PH,HO,1,3,4,1,1,7,0,1,1,False,False,False,False,False,False,False,True,21171,G,M,K,0.0
2073241,PH,HO,1,4,5,1,1,9,0,1,1,False,False,False,False,False,False,False,True,64024,D,M,L,0.0
2073724,PH,FO,5,1,4,1,1,10,0,0,0,False,False,False,False,False,True,False,False,66136,L,M,G,0.0
2073739,PH,FT,2,3,2,4,0,4,0,0,0,False,False,False,False,False,False,False,False,59378,P,P,M,0.0
2073922,PH,HO,1,3,5,4,0,12,0,1,4,False,False,False,False,False,False,False,False,54372,G,F,G,0.0
2074037,PH,FT,2,2,5,1,1,9,0,0,0,False,False,False,False,False,False,False,False,84007,Q,M,K,0.0
2075135,PH,HO,1,3,9,4,0,22,0,1,2,False,False,False,False,False,True,True,True,77433,M,K,K,0.0
2075264,PH,HO,1,4,6,1,1,14,0,1,5,False,False,False,False,False,False,True,True,65360,B,H,M,0.0
2075365,PH,HT,2,4,5,1,1,9,0,1,1,False,False,False,False,False,False,False,False,59107,E,D,M,0.0
2075368,PH,FO,1,4,3,4,0,5,0,0,0,False,False,False,False,False,False,False,False,69290,M,P,E,0.0
2075568,PH,FT,2,4,4,4,0,8,0,0,0,False,False,False,False,False,False,False,False,69091,M,P,E,0.0
2075731,PH,HO,1,3,9,4,0,16,0,1,1,False,False,False,False,False,False,False,True,49007,G,F,E,0.0
2075893,PH,FT,2,1,2,4,0,4,0,0,0,False,False,False,False,False,False,False,False,07076,E,F,L,0.0
2076300,PH,FT,2,2,2,4,0,4,0,0,0,False,False,False,False,False,False,False,False,01027,J,F,H,0.0
2076612,PH,HO,1,4,6,4,0,16,0,0,3,False,False,False,False,False,False,False,False,79191,D,E,J,0.0
2076626,PH,HO,1,4,6,4,0,11,0,0,3,False,False,False,False,False,False,False,True,87178,B,D,C,0.0
2076951,PH,HO,1,4,6,4,0,12,0,1,3,False,False,False,False,False,True,False,False,86158,E,D,H,0.0
2077017,PH,FO,1,3,3,1,1,6,0,0,0,False,False,False,False,False,False,False,False,74281,J,E,C,0.0
2077732,PH,FT,2,1,1,4,0,2,0,0,0,False,False,False,False,False,False,False,False,75105,S,W,C,0.0
2077902,PH,FT,2,2,4,4,0,7,0,0,0,False,False,False,False,False,False,False,False,25031,F,H,K,0.0
2078342,PH,HO,1,4,6,1,1,11,0,1,3,False,False,False,False,False,False,False,False,74926,J,H,C,0.0
2078702,PH,HO,3,1,4,4,0,7,0,1,1,False,False,False,False,False,False,False,False,59068,F,D,M,0.0
2079162,PH,HO,1,4,4,4,0,8,0,1,1,False,False,False,False,False,False,False,False,69266,Q,P,E,0.0
2079345,PH,HO,1,4,5,1,1,9,0,1,3,False,False,False,False,False,False,True,False,50425,C,D,H,0.0
2079447,PH,HO,1,1,3,1,1,8,3,2,1,False,False,False,False,False,True,False,True,57454,F,F,G,711.6961796
2079645,PH,FT,2,1,3,4,0,6,0,0,0,False,False,False,False,False,False,False,False,35238,F,F,C,0.0
2079894,PH,HO,1,4,4,1,1,8,2,2,3,False,False,False,False,False,True,False,True,69059,K,P,E,0.0
2079982,PH,HO,1,4,7,4,0,13,0,1,1,False,False,False,False,False,False,True,False,60116,F,D,J,0.0
2080401,PH,HO,1,1,3,4,0,10,0,2,2,False,False,False,False,False,False,False,True,70206,D,E,H,0.0
2081421,PH,HO,1,4,4,1,1,8,4,2,4,False,False,False,False,False,False,True,False,85013,C,B,H,0.0
2081456,PH,FT,2,1,1,4,0,2,0,0,0,False,False,False,False,False,False,False,False,59350,P,P,M,0.0
2081887,PH,FT,2,4,3,4,0,5,0,0,0,False,False,False,False,False,False,False,False,59650,P,P,M,0.0
2082201,PH,FT,2,1,1,1,1,2,0,0,0,False,False,False,False,False,False,False,False,06079,P,R,J,0.0
2082589,PH,HO,1,4,7,4,0,13,0,2,1,False,False,False,False,False,False,True,True,21186,D,D,K,0.0
2083022,PH,FT,2,3,3,4,0,6,0,0,0,False,False,False,False,False,False,False,False,33167,L,M,K,0.0
2083343,PH,HO,1,4,4,1,1,8,0,1,2,False,False,False,False,False,False,False,False,21038,D,D,K,0.0
2083788,PH,FT,2,2,3,4,0,6,0,0,0,False,False,False,False,False,True,False,False,94068,Q,S,C,0.0
2083800,PH,FT,2,4,4,4,0,7,0,0,0,False,False,False,False,False,False,False,False,33063,L,M,K,0.0
2083868,PH,HO,1,4,6,4,0,14,0,2,3,False,False,False,False,False,False,True,False,62720,E,D,J,0.0
2083888,PH,HO,1,4,5,1,1,10,0,2,2,False,False,False,False,False,False,False,False,85082,C,B,H,0.0
2084157,PH,HO,1,1,4,4,0,8,0,2,0,False,False,False,False,False,True,False,False,02691,F,F,K,0.0
2084983,PH,FT,2,1,2,4,0,3,0,0,0,False,False,False,False,False,False,False,False,13206,U,P,K,0.0
2085507,PH,HO,1,4,5,4,0,10,0,0,6,False,False,False,False,False,False,False,False,46180,C,D,M,0.0
2085825,SH,FO,1,0,3,4,0,5,0,0,0,False,False,False,False,False,False,False,False,05040,B,D,E,0.0
2085910,PH,FT,2,1,2,4,0,4,0,0,0,False,False,False,False,False,False,False,False,74012,N,H,C,0.0
2085946,PH,HO,1,3,4,4,0,12,8,1,6,False,False,False,False,False,False,False,True,48099,B,B,G,0.0
2086041,PH,HO,1,4,6,1,1,11,0,2,1,False,False,False,False,False,False,False,False,17300,F,E,J,513.1602
2086386,PH,FO,5,1,1,4,0,2,0,0,0,False,False,False,False,False,False,False,False,75103,S,W,C,0.0
2086639,PH,HO,1,3,4,1,1,7,0,1,1,False,False,False,False,False,False,False,False,63113,E,F,H,0.0
2087702,PH,HO,1,4,6,4,0,12,0,2,7,False,False,False,False,False,False,False,False,86089,C,C,H,0.0
2087788,PH,FO,5,1,5,1,1,12,0,0,0,False,False,False,False,False,False,False,False,2A004,U,P,G,0.0
2088175,PH,FT,2,4,1,4,0,1,0,0,0,False,False,False,False,False,False,False,False,75110,S,W,C,0.0
2088391,PH,HO,1,4,6,4,0,12,0,0,2,False,False,False,False,False,False,False,True,38158,N,K,C,0.0
2088609,PH,HT,2,4,5,4,0,9,0,1,1,False,False,False,False,False,False,False,False,22353,C,C,C,0.0
2089266,PH,FT,2,1,2,1,1,3,0,0,0,False,False,False,False,False,False,False,False,34145,M,P,P,0.0
2089636,PH,HT,2,4,4,1,1,10,0,3,9,False,False,False,False,False,False,False,False,67365,H,H,E,0.0
2089662,SH,FO,1,0,1,4,0,2,0,0,0,False,False,False,False,False,False,False,False,85194,C,F,H,0.0
2089721,PH,HO,1,1,6,1,1,11,0,2,1,False,False,False,False,False,True,False,True,60651,M,H,J,0.0
2089994,PH,HO,1,4,4,1,1,8,0,1,1,False,False,False,False,False,False,True,False,30189,R,K,P,0.0
2090178,PH,HO,1,4,5,4,0,10,0,1,3,False,False,False,False,False,True,False,False,83140,K,M,M,0.0
2090244,SH,HO,1,0,4,1,1,7,0,0,1,False,False,False,False,False,False,False,False,35256,D,E,C,0.0
2090448,PH,HO,1,3,5,4,0,12,0,2,2,False,False,False,False,False,False,False,False,56144,C,C,C,0.0
2090497,SH,HO,1,0,4,4,0,8,0,1,2,False,False,False,False,False,False,False,False,85114,C,B,H,0.0
2091160,SH,FO,3,0,2,4,0,3,0,0,0,False,False,False,False,False,False,False,False,75118,S,W,C,0.0
2091299,PH,HO,1,3,5,4,0,12,0,1,4,False,False,False,False,False,False,False,False,63393,B,B,H,0.0
2091565,PH,HO,1,4,6,4,0,12,0,2,2,False,False,False,False,False,True,False,False,72346,D,C,E,0.0
2092086,PH,HO,1,3,5,4,0,10,0,1,2,False,False,False,False,False,False,False,True,69277,M,P,E,0.0
2092418,PH,HO,1,4,8,1,1,14,0,2,3,False,False,False,False,False,True,False,False,38494,N,K,C,0.0
2093277,PH,FO,1,3,3,4,0,6,0,0,0,False,False,False,False,False,False,False,False,64483,D,M,L,0.0
